temperature,rainfall,humidity,soil_ph,pests_infestation,yield
23.720337598183118,118.57605415623152,76.80629294353182,6.069812478479397,0.2926420497404363,1075.301783953887
27.879734159310487,2.012739131218666,53.32587901777624,7.1480915135329655,0.5665182742712181,958.7813191170573
25.069084401791095,95.16523917144455,56.620919299445305,7.892921320141406,0.13741442640032386,1067.8409592248734
23.622079574922424,141.75407818820972,37.536441049202494,8.257788971417447,0.34971218472805743,1050.1165297104799
20.591369983472617,8.79508640481812,62.35301117673306,8.08206356857032,0.05321637916190736,1000.4583126924371
26.147352826666403,175.90429660474604,41.203336606888456,4.83038544296709,0.3790681437821276,1073.9509078523704
20.939680281567313,104.01628332713462,60.40988101800875,8.141947762517928,0.11415134572311048,1078.6858353102864
32.29432501955199,6.132209665143584,31.87746809018489,4.293145294418861,0.561812911802296,955.9487228290806
34.09156901252573,44.88272238416804,31.162836463881117,5.000853407752843,0.6415937343956617,964.7939805475359
19.58603797064444,190.7351392854626,49.19208188343955,7.114633600329945,0.9870915366766958,932.0710576497912
29.793125952066614,116.46394661041106,49.87736605773786,4.573462627234521,0.19513866225944,1079.40383838439
23.22237299382261,21.494513553760907,38.76764854387773,7.016737975281,0.2072021488024639,983.9654686863524
24.201114027348307,57.5089004561123,29.211779525668298,5.539828456817819,0.9474195185897651,934.1545658695621
33.139915957316525,91.34072517209684,22.744737744972795,6.147332925773242,0.8646408384568184,947.1689264172496
11.775901454947174,4.190013853546093,21.76622791014713,5.57575751722739,0.6160540494372189,939.1103427907874
12.178232492538518,82.32310272275176,39.0085203004533,4.350867839324522,0.841407236750209,948.6984828370303
10.505459936008142,97.89172708693962,52.3297409513356,6.503793764609805,0.20969214472148845,1045.648573366349
30.81549613869845,48.73557505624644,70.8370296914289,8.817997221974437,0.874028822863436,945.6277573519651
29.453918773746263,117.72780005839732,53.24101904998063,7.058916740800636,0.8673075096746405,953.6260799607879
31.750303706170477,150.64802391843537,83.28355736046973,5.500159358085627,0.24811224848006264,1120.3967684515567
34.4654585558191,47.1668448211271,22.465386320278494,8.780749170620096,0.5083733142598797,971.44831918897
29.97896410541809,124.09998005599753,32.6462435078444,5.946186259761137,0.9297742638910044,941.1825813759527
21.5369840563233,127.92444859274832,43.696014493909985,7.487588669344218,0.6791499961674852,986.0746001856481
29.513229407161386,189.7080602257682,60.424733164558575,7.170564024612221,0.6605191053207405,1018.9707612679819
12.956860646723332,155.65523345928875,79.69153105257597,8.764554240194258,0.5597646005643659,1030.499929765447
25.998025533188095,169.6690539580012,44.51413663696035,8.573013472474184,0.2688315646932502,1091.9811085294805
13.58383218522616,98.08398168725503,38.759207775309406,4.740020281750156,0.9784153715112589,931.9471064593685
33.616722926239596,37.069717395876566,24.332241819002704,4.428429373647113,0.44750964562218287,976.5083945767475
23.04620804375179,199.163058591927,77.49124343886729,8.048211638994148,0.31145009655296385,1124.180384817009
20.36654849976309,25.87115220773992,46.57665102446752,8.524716066484114,0.7285807096817771,949.4688789446328
16.613890302615673,94.29146387085308,60.0085136791854,6.464868019614498,0.6077048132604675,990.881232727685
29.355842235855416,13.618619848421321,88.84887927198542,7.453806369168875,0.3422413082046126,1005.807154942085
21.403758305413714,188.77017147016392,20.11161994230062,4.348941400892091,0.30379159085703733,1083.1760153054088
24.21084872171621,192.9849881696879,30.18150984892062,5.09902198928236,0.21450668516253235,1115.2075749732285
10.469745010908879,143.8778124007947,74.53776958135488,4.746880973283606,0.07848643674025946,1131.0771210911776
25.44088742689693,69.99856872603378,76.35892396454865,7.00580291775017,0.6257109065192588,987.9626869453067
25.302393068060535,50.876480223524865,73.84729833229288,4.987699468830535,0.5056936381437552,998.1328061577343
25.423349921868923,53.06066490740948,57.589922372998046,4.299231577754253,0.23484841075284613,1026.4428797929731
33.59370196286561,25.458805084014948,88.51998867161393,5.511036413680054,0.05512452558336267,1057.9279638471073
27.045507477587087,105.16179061534459,47.73291919967244,7.386062145569763,0.0189010682637637,1090.9510578367026
18.98769751434465,28.3634551402955,62.13605886791786,6.889318621309273,0.7384959296651173,953.932999976207
20.925798844983536,63.34613331069126,24.43583031841938,5.653624827473179,0.18825318915516998,1007.9693738916486
27.44077989818162,125.34129519182098,48.69002149351371,8.167394379216882,0.26664361938950665,1064.6764442186277
11.505636790731746,145.50872191814997,70.57500612569454,5.3813455400604475,0.01411219378059636,1142.6715919536846
26.669167886141693,4.854540924412243,36.71171885394895,5.302738191828413,0.15063905483217888,977.8534481259293
26.765946740453984,86.02319687534799,86.0679312351204,6.799737053947942,0.8744457175624959,952.1647033634388
15.259564026846022,130.42491896842782,68.07483573503023,6.391078199228878,0.24206083474245776,1081.2332808896836
13.223157441371333,170.64919523170258,40.13027680003,6.229863303001803,0.9539581984830721,938.6446345821762
17.885708773104597,95.06495644241649,73.82992458940994,4.778928094770336,0.16434683840013897,1077.0015558891253
19.092769273565565,193.84117434353703,25.821534026567637,6.523230958164955,0.25326145865964433,1097.4504394076557
24.25491926044699,53.12650950828945,88.23420957573195,5.295094586377221,0.8677099684769924,949.4131397938489
20.96503783655801,2.701741325343776,23.449968135149096,5.960899413095077,0.42660833869182113,949.085308209417
34.70934595148066,96.75057294034724,85.34191238041028,7.667852238353031,0.26782893919360584,1076.4124860084946
12.551120268700702,51.22275900400359,37.69977144237828,8.684314127796778,0.6928137627201797,954.7407236217197
